#,Title,Authors,Barcode,Call No,ISBN,Status,Patron Status,Hold Status
2071,"Color me in : a novel","Diaz, Natasha E.",33124097604895,F DIA,525578234,In,0,No Hold
2072,"Colorado Avalanche","McAuliffe, Bill",33124046423793,796.962 MCA,9781897563168,In,0,No Hold
2073,"Colossal Canada : 100 epic facts and feats","MacLeod, Elizabeth",33124099805003,971 MACL,9781443128209,In,0,No Hold
2074,"The colour of home","Hoffman, Mary",33124013731244,E HOF,711219915,In,0,No Hold
2075,"The colour of magic","Pratchett, Terry",33124092306900,F PRA,552124753,In,0,No Hold
2076,"Coloured pictures","Bannerji, Himani",806608,F BAN,0920813860,In,0,No Hold
2077,"The Columbian exchange : biological and cultural consequences of 1492","Crosby, Alfred W",33124124478784,614.497 CRO,275980731,In,0,No Hold
2078,"Colville","Author, Unknown",33124096017545,759.11 COL,9780864920171,In,0,No Hold
2079,"Come look with me : Latin American art","Lane, Kimberly",33124046430442,709.8 LAN,9781890674205,In,0,No Hold
2080,"Come look with me : the artist at work","Richardson, R. Sarah",33124046430533,701.1 RIC,1890674095,In,0,No Hold
2081,"The comeback","Perez, Marlene",33124070323406,F PER,9780545088077,In,0,No Hold
2082,"The comeback","Saul, John Ralston",33124102654414,970.4 SAU,9780143192725,In,0,No Hold
2083,"The comedy of errors","Shakespeare, William",33124101981966,822.33 O5 CRO,1411404378,In,0,No Hold
2084,"The comic book story of video games : the incredible history of the electronic gaming revolution","Hennessey, Jonathan",33124106913535,794.8 HEN,9780399578908,In,0,No Hold
2085,"The comic book war","Guest, Jacqueline",33124094557252,F GUE,9781550505825,In,0,No Hold
2086,"Comic con artist","Dixon, Franklin W",33124058450767,F DIX,9781416954989,In,0,No Hold
2087,"Coming clean","Ross, Jeff",33124102655023,F ROS,9781459803329,In,0,No Hold
2088,"Coming of age in William Shakespeare's Romeo and Juliet","Author, Unknown",33124070322622,822.33 U4 COM,9780737746143,In,0,No Hold
2089,"Coming of age in William Shakespeare's Romeo and Juliet","Author, Unknown",33124070119622,822.33 U4 COM,9780737746143,In,0,No Hold
2090,"Coming out, again : transition stories","Symington, Sabrina",33124118824084,F SYM,9781787752405,In,0,No Hold
2091,"The coming storm","Kidd, Rob",33124059827146,F KID,1423100182,In,0,No Hold
2092,"Coming through slaughter","Ondaatje, Michael",33124070117436,F OND,0676971768,In,0,No Hold
2093,"Coming to Canada : [building a life in a new land]","Hughes, Susan",33124092306769,971.004 HUG,1897066457,In,0,No Hold
2094,"Committed to memory : 100 best poems to memorize","Author, Unknown",33124020337662,821.08 COM,1573226467,In,0,No Hold
2095,"Common sense and other writings","Paine, Thomas",33124024917196,320.973 PAI,375760113,In,0,No Hold
2096,"Communication : from hieroglyphs to hyperlinks","Platt, Richard",33124039816342,302.2 PLA,9780753410578,In,0,No Hold
2097,"Communication in the ancient world","Author, Unknown",33124084354009,302.2093 COM,9780778717331,In,0,No Hold
2098,"Communication inventions : the talk of the town","Offord, Alexander",33124103242706,302.2 OFF,9780778702221,In,0,No Hold
2099,"Communism","Fandel, Jennifer",33124049735649,321.92 FAN,9781583415313,In,0,No Hold
2100,"Compact Mandarin Chinese dictionary","Li, Dong",33124103243951,495.1321 LI,9780804848107,Out,0,No Hold
2101,"Compact Oxford Russian dictionary","Author, Unknown",33124103244561,491.7 COM,9780199576173,In,0,No Hold
2102,"Compact Oxford Russian dictionary","Author, Unknown",33124103244553,491.7 COM,9780199576173,In,0,No Hold
2103,"Compact Oxford Russian dictionary","Author, Unknown",33124103244546,491.7 COM,9780199576173,In,0,No Hold
2104,"Compact Oxford Russian dictionary","Author, Unknown",33124103244538,491.7 COM,9780199576173,In,0,No Hold
2105,"A company of fools","Ellis, Deborah",33124092303642,F ELL,1550417193,In,0,No Hold
2106,"The complete book of spices : [a practical guide to spices & aromatic seeds]","Norman, Jill",677848,641 .3383 NOR,0888503008,In,0,No Hold
2107,"The complete chess course","Reinfeld, Fred",1869965,794 .1 REI,0385004648,In,0,No Hold
2108,"The complete Don Quixote","Davis, Rob",33124090480418,F CER,9781906838652,In,0,No Hold
2109,"Complete electronics self-teaching guide with projects","Boysen, Earl",33124101580685,621.381 BOY,9781118217320,In,0,No Hold
2110,"The complete guide to prehistoric life","Haines, Tim",33124041266544,560 HAI,1554071259,In,0,No Hold
2111,"The complete guide to world records","Clements, Kenny",33124092306736,031.02 CLE,9781609924225,In,0,No Hold
2112,"The complete Horowitz horror","Horowitz, Anthony",33124046422449,F HOR,9780142411629,In,0,No Hold
2113,"The complete idiot's guide to Canada in the '60s, '70s, and '80s","Douglas, Ann",2350598,971.0643 DOU,0130849529,In,0,No Hold
2114,"The complete idiot's guide to Canadian history","Douglas, Ann",33124096021869,971 DOU,0137791267,Lost/Missing,0,No Hold
2115,"The complete idiot's guide to Canadian sports history and trivia","Kelly, Malcolm G.",2230355,796 .0971 KEL,130146587,In,0,No Hold
2116,"The complete illustrated history of Kabbalah : exploring the ancient esoteric heart of Jewish mysticism","Whitehouse, Maggy",33124085419918,296.16 WHI,0754817652,In,0,No Hold
2117,"The complete Peanuts : 1950 to 1952","Schulz, Charles M",33124059827310,F SCH,156097589,In,0,No Hold
2118,"The complete Peanuts : 1955 to 1956","Schulz, Charles M",33124059827468,F SCH,1560976470,In,0,No Hold
2119,"The complete Peanuts : 1959 to 1960","Schulz, Charles M",33124059827765,F SCH,1560976713,Out,0,No Hold
2120,"The complete Peanuts : 1961 to 1962","Schulz, Charles M",33124059827260,F SCH,1560976721,In,0,No Hold
2121,"The complete Peanuts : 1963 to 1964","Schulz, Charles M",33124059827518,F SCH,9781560977230,In,0,No Hold
2122,"The complete stories of Truman Capote","Capote, Truman",33124034032556,F CAP,679643109,In,0,No Hold
2123,"The complete tales & poems of Edgar Allan Poe","Poe, Edgar Allan",33124024260191,810.3 POE,785813500,Lost/Missing,0,No Hold
2124,"A complicated kindness","Toews, Miriam",33124038891650,F TOE,9780676978568,In,0,No Hold
2125,"Complicit","Kuehn, Stephanie",33124102003950,F KUE,125004460,In,0,No Hold
2126,"The compound","Bodeen, Stephanie A.",33124101583580,F BOD,0312578601,In,0,No Hold
2127,"Computer game and film graphics","Byrne, Paul",33124043350593,794.8 BYR,9781403482884,In,0,No Hold
2128,"The concise animal encyclopedia","Author, Unknown",33124093791928,590 CON,1742522513,In,0,No Hold
2129,"Concise English-Tagalog dictionary","Panganiban, José Villa",33124090481176,499.211 PAN,0804819629,In,0,No Hold
2130,"Concise English-Tagalog dictionary","Panganiban, José Villa",33124110652285,499.211 PAN,0804819629,In,0,No Hold
2131,"Concise historical atlas of Canada","Author, Unknown",1788931,911 .71 CON,802042031,In,0,No Hold
2132,"The concise Oxford dictionary of art and artists","Author, Unknown",33124092800928,709.22 CON,0192800485,In,0,No Hold
2133,"The Concise Oxford dictionary of proverbs","Author, Unknown",1788317,398 .921 CON,0192818805,In,0,No Hold
2134,"The Concise Oxford English-Arabic dictionary of current usage","Author, Unknown",1494555,492 .703 CON,0198643217,In,0,No Hold
2135,"The Concise Oxford English-Arabic dictionary of current usage","Author, Unknown",33124101583986,492.7321 CON,0198643217,Lost/Missing,0,No Hold
2136,"The Concise Oxford French dictionary","Author, Unknown",33124023743155,443 CON,198641575,In,0,No Hold
2137,"Concise Oxford Spanish dictionary. Spanish-English/English-Spanish /","Author, Unknown",33124054032528,463.21 CON,0198609779,In,0,No Hold
2138,"Concise Tagalog dictionary : Tagalog-English ; English-Tagalog","Barrios, Joi",33124103243969,499.211 BAR,9780804839143,Lost/Missing,0,No Hold
2139,"Concise Webster's Canadian dictionary & thesaurus for school, home, and office","Author, Unknown",33124085416435,423 WEB,9781596951433,Lost/Missing,0,No Hold
2140,"The concubine's children : the story of a Chinese family living on sides of the globe","Chong, Denise",33124070116263,305.8951 CHO,9780143056195,In,0,No Hold
2141,"Concussions","Parks, Peggy J.",33124074238717,617.1027 PAR,9781601525123,In,0,No Hold
2142,"Conditioning for dance","Franklin, Eric N",33124038895701,792.8 FRA,736041567,In,0,No Hold
2143,"Confederation and the West","Baldwin, Douglas",33124028662392,971.05 BAL,1553880870,Lost/Missing,0,No Hold
2144,"Confederation : the great enterprise/","Quinlan, Don",33124092799401,971.049 QUI,176336540,In,0,No Hold
2145,"Confessions of a bitter secret Santa","Bergen, Lara",33124059827229,F BER,9780545046688,In,0,No Hold
2146,"Confessions of a blabbermouth","Carey, Mike",33124046430996,F CAR,1401211488,In,0,No Hold
2147,"Confessions of a Gym-Class Dropout","Ranberg, Chuck",33124096019749,F RAN,439056934,In,0,No Hold
2148,"Confessions of a Not It Girl","Kantor, Melissa",33124059827070,F KAN,0786818085,In,0,No Hold
2149,"Confessions of a shopaholic","Kinsella, Sophie",33124013732911,F KIN,440241413,In,0,No Hold
2150,"Confessions of a shopaholic","Kinsella, Sophie",33124074238477,F KIN,440241413,In,0,No Hold
2151,"Confessions of a teenage drag king","Harwood-Jones, Markus",33124123672197,F HAR,9781459415584,In,0,No Hold
2152,"Confessions of a teenage drama queen","Sheldon, Dyan",33124028661287,F SHE,763618489,In,0,No Hold
2153,"The confessions of Max Tivoli","Greer, Andrew Sean",33124038894977,F GRE,0312423810,In,0,No Hold
2154,"The confidence code : the science and art of self-assurance -- what women should know","Kay, Katty",33124103243340,158 KAY,9780062230621,In,0,No Hold
2155,"Conflict in New France","Spalding, Maddie",33124106057911,971.01 SPA,9781773080185,In,0,No Hold
2156,"Conflict of conscience","Marz, Ron",33124028659174,F MAR,1931484023,In,0,No Hold
2157,"Conflicts, changes, and confederation, 1770-1867","Nelson, Sheila",33124046428636,971.03 NEL,1422200043,In,0,No Hold
2158,"Conflicts in British North America","Hudak, Heather C.",33124116059576,971 HUD,9781773081441,In,0,No Hold
2159,"Confronting devastation : memoirs of Holocaust survivors from Hungary","Author, Unknown",33124118824472,940.5318 CON,9781988065687,In,0,No Hold
2160,"Confronting devastation : memoirs of Holocaust survivors from Hungary","Author, Unknown",33124118825164,940.5318 CON,9781988065687,In,0,No Hold
2161,"The confusion","Stephenson, Neal",33124038895107,F STE,0060523867,In,0,No Hold
2162,"The Congo : exploration, reform, and a brutal legacy","Fish, Bruce",33124043353266,967.51 STA FIS,791061981,In,0,No Hold
2163,"A Connecticut Yankee in King Arthur's court","Fago, John Norwood",1494763,10 F TWA,0883012634,Lost/Missing,0,No Hold
2164,"The conservationist","Gordimer, Nadine",33124070117527,F GOR,0140047166,In,0,No Hold
2165,"The Conservative Party","Baldwin, Douglas",33124092797249,324.27104 BAL,9781770717008,In,0,No Hold
2166,"Consolation : a novel","Redhill, Michael",33124046427224,F RED,9780385659512,In,0,No Hold
2167,"Constructing a life philosophy","Author, Unknown",33124038893235,128 CON,0737729287,In,0,No Hold
2168,"Consumable goods.","Author, Unknown",33124059825439,640 CON,9780716614074,In,0,No Hold
2169,"The contest","Korman, Gordon",33124058118885,F KOR,9780545392327,In,0,No Hold
2170,"The continuity girl","McLaren, Leah",33124049728123,F MCL,9780006391302,In,0,No Hold
2171,"Conversation in the cathedral : a novel","Vargas Llosa, Mario",33124070118046,F VAR,60732806,In,0,No Hold
2172,"Conversations with myself","Mandela, Nelson",33124083412451,968.065 MAN,9780374128951,In,0,No Hold
2173,"Conversion","Howe, Katherine",33124102655940,F HOW,9780147511553,In,0,No Hold
2174,"Conviction","Gilbert, Kelly Loy",33124102655593,F GIL,9781423197386,In,0,No Hold
2175,"The convicts","Lawrence, Iain",33124038890181,F LAW,038573087,In,0,No Hold
2176,"Cookies for Christmas.","Author, Unknown",33124092302016,641.8654 COO,785355278,In,0,No Hold
2177,"The Cooking light gluten-free cookbook","Author, Unknown",33124092303626,641.5638 COO,9780848734350,In,0,No Hold
2178,"Cooking light. : [the complete visual guide to meatless cooking]. Way to cook vegetarian :","Author, Unknown",33124093791027,641.5636 COO,9780848733667,In,0,No Hold
2179,"A cook's tour : in search of the perfect meal","Bourdain, Anthony",33124074243691,641.5 BOU,97815823414082001,In,0,No Hold
2180,"Cool stuff and how it works","Author, Unknown",33124058452706,600 WOO,0756658349,In,0,No Hold
2181,"Cooper's lesson","Shin, Sun Yung",33124027481471,E SHI KOREAN,892391936,In,0,No Hold
2182,"Copyright and digital ethics","Popek, Emily",33124084353670,346.7304 POP,9781448813230,In,0,No Hold
2183,"Coraline","Russell, P. Craig",33124059827609,F RUS,9780060825430,Out,0,No Hold
2184,"Coraline","Gaiman, Neil",33124118825875,F GAI,9780439577731,Out,0,No Hold
2185,"Coraline","Gaiman, Neil",33124058117697,F GAI,9780439577731,Lost/Missing,0,No Hold
2186,"Cornel West","Naden, Corinne J",33124046429105,305.896 WES NAD,1410910407,In,0,No Hold
2187,"A corner of a foreign field : the illustrated poetry of the First World War","Author, Unknown",33124096017032,821 .9 COR,9781909242487,In,0,No Hold
2188,"The corporation : the pathological pursuit of profit and power","Bakan, Joel",33124028661246,306.3 BAK,670889768,In,0,No Hold
2189,"The corps of the bare-boned plane","Horvath, Polly",33124049737397,F HOR,9780888998514,In,0,No Hold
2190,"Corpses, coffins, and crypts : a history of burial","Colman, Penny",2082521,393 .09 COL,805050663,In,0,No Hold
2191,"Costa Rica in pictures","Streissguth, Thomas",33124049732596,972.86 STR,822511681,In,0,No Hold
2192,"Costume","Rowland-Warne, L",933399,391 .009 ROW,773725571,In,0,No Hold
2193,"Cottagers and Indians : a play","Taylor, Drew Hayden",33124117846658,812.6 TAY,1772012300,In,0,No Hold
2194,"The counseling","Gibson, Marley",33124054039903,F GIB,9780605473089,In,0,No Hold
2195,"The Count of Monte Cristo","Swan, D. K",1788723,F DUM,058201820,In,0,No Hold
2196,"The Count of Monte Cristo","Holmes, Karen",33124023741670,F DUM,582427010,In,0,No Hold
2197,"Countdown","Wiles, Deborah",33124097595291,F WIL,9780545106061,In,0,No Hold
2198,"Countdown","Johansen, Iris",33124049728362,F JOH,553803425,In,0,No Hold
2199,"The countdown","Derting, Kimberly",33124101581949,F DER,9780062293664,In,0,No Hold
2200,"The countess and me","Kropp, Paul",33124030863731,F KRO,1550416928,In,0,No Hold
2201,"Counting back from nine","Sherrard, Valerie",33124090477448,F SHE,9781554552450,In,0,No Hold
2202,"Counting on Katherine","Becker, Helaine",33124114968166,510 JOH BEC,9781250137524,In,0,No Hold
2203,"A country of our own : the Confederation diary of Rosie Dunn","Bradford, Karleen",33124090482554,F BRA,1443113247,In,0,No Hold
2204,"Courage and compassion : ten Canadians who made a difference","Arato, Rona",33124070473664,971.0099 ARA,9781897349342,In,0,No Hold
2205,"Courage to fly","Harrison, Troon",33124058452946,E HAR,889952736,In,0,No Hold
2206,"La couronne canadienne : la monarchie constitutionnelle au Canada.","Author, Unknown",33124085394996,321.87 COU,9781100986777,In,0,No Hold
2207,"Court of Fives","Elliott, Kate",33124108127720,F ELL,9780316364195,In,0,No Hold
2208,"Court of Fives","Elliott, Kate",33124101583135,F ELL,9780316364195,In,0,No Hold
2209,"A court of mist and fury","Maas, Sarah J",33124101582897,F MAA,9781635575583,Lost/Missing,0,No Hold
2210,"A court of thorns and roses","Maas, Sarah J.",33124101582319,F MAA,9780605856363,Out,0,No Hold
2211,"The courtesan's daughter : a novel","Galloway, Priscilla",33124027480374,F GAL,143015044,In,0,No Hold
2212,"Courtney Crumrin and the coven of mystics","Naifeh, Ted",33124038893292,F NAI,1929998597,In,0,No Hold
2213,"Courtney Crumrin and the night things","Naifeh, Ted",33124038893342,F NAI,1929998600,In,0,No Hold
2214,"Courtney Crumrin in the Twilight Kingdom. [Volume three] /","Naifeh, Ted",33124038893482,F NAI,1932664017,In,0,No Hold
2215,"Courtney Crumrin's monstrous holiday","Naifeh, Ted",33124070323794,F NAI,9781934964118,In,0,No Hold
2216,"Couscous : fresh and flavorful contemporary recipes","Morse, Kitty",33124092302024,641.6311 MOR,0811825418,In,0,No Hold
2217,"Cowboy cool","Poulsen, David A.",33124049734154,F POU,9781554700998,In,0,No Hold
2218,"A Coyote reader","Bright, William",1083996,398 .24 BRI,520080610,In,0,No Hold
2219,"Cracked up to be","Summers, Courtney",33124071103310,F SUM,031238369,In,0,No Hold
2220,"The craft of research","Booth, Wayne C",33124027478840,001 .42 BOO,0226065839,In,0,No Hold
2221,"Crank","Hopkins, Ellen",33124049731226,F HOP,0689865198,In,0,No Hold
2222,"Crash","Choyce, Lesley",33124102654968,F CHO,9781459805224,In,0,No Hold
2223,"A crash course in forces and motion with Max Axiom, super scientist","Sohn, Emily",33124041751271,531.11 SOH,0736868372,In,0,No Hold
2224,"Crashing","Wooding, Chris",33124038901079,F WOO,0439090121,In,0,No Hold
2225,"Crater XV","Cannon, Kevin",33124102026290,F CAN,9781603091008,In,0,No Hold
2226,"The crazed","Jin, Ha",33124013729941,F JIN,375421815,In,0,No Hold
2227,"Crazy","Nolan, Han",33124102654778,F NOL,9780605473348,In,0,No Hold
2228,"Crazy eights and other card games","Cole, Joanna",33124024916735,795.4 COL,1587179504,In,0,No Hold
2229,"Creating the character : dialogue and characterization","Bodden, Valerie",33124059829985,808.397 BOD,9781583416228,In,0,No Hold
2230,"Creative arts careers in the gig economy","Kallen, Stuart A.",33124124478933,338.4 KAL,9781678205249,In,0,No Hold
2231,"Creative cookie crafts","Author, Unknown",33124098474769,641.8 CRE,9781412714907,In,0,No Hold
2232,"A creature of moonlight","Hahn, Rebecca",33124097595267,F HAH,9780544542600,In,0,No Hold
2233,"Creature tech","TenNapel, Doug",33124028659471,F TEN,1891830341,In,0,No Hold
2234,"The credit crunch","Hynson, Colin",33124054036388,338.542 HYN,9781597712033,In,0,No Hold
